STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,YEAR,MONTH,DAY,DATE,OBS DATE,VALUE,DATA_FLAG,UNITS
MIL,D,76,INFLOW,1994,12,2,12-02-1994,19941201 0000,60,,CFS
MIL,D,76,INFLOW,1994,12,3,12-03-1994,19941202 0000,72,,CFS
MIL,D,76,INFLOW,1994,12,4,12-04-1994,19941203 0000,82,,CFS
MIL,D,76,INFLOW,1994,12,5,12-05-1994,19941204 0000,54,,CFS
MIL,D,76,INFLOW,1994,12,6,12-06-1994,19941205 0000,90,,CFS
MIL,D,76,INFLOW,1994,12,7,12-07-1994,19941206 0000,70,,CFS
MIL,D,76,INFLOW,1994,12,8,12-08-1994,19941207 0000,72,,CFS
MIL,D,76,INFLOW,1994,12,9,12-09-1994,19941208 0000,85,,CFS
MIL,D,76,INFLOW,1994,12,10,12-10-1994,19941209 0000,14,,CFS
MIL,D,76,INFLOW,1994,12,11,12-11-1994,19941211 0000,71,,CFS
MIL,D,76,INFLOW,1994,12,12,12-12-1994,19941211 0000,71,,CFS
MIL,D,76,INFLOW,1994,12,13,12-13-1994,19941213 0000,173,,CFS
MIL,D,76,INFLOW,1994,12,14,12-14-1994,19941213 0000,173,,CFS
MIL,D,76,INFLOW,1994,12,15,12-15-1994,19941214 0000,198,,CFS
MIL,D,76,INFLOW,1994,12,16,12-16-1994,19941216 0000,,,CFS
MIL,D,76,INFLOW,1994,12,17,12-17-1994,19941217 0000,,,CFS
MIL,D,76,INFLOW,1994,12,18,12-18-1994,19941218 0000,236,,CFS
MIL,D,76,INFLOW,1994,12,19,12-19-1994,19941218 0000,236,,CFS
MIL,D,76,INFLOW,1994,12,20,12-20-1994,19941219 0000,180,,CFS
MIL,D,76,INFLOW,1994,12,21,12-21-1994,19941220 0000,128,,CFS
MIL,D,76,INFLOW,1994,12,22,12-22-1994,19941221 0000,55,,CFS
MIL,D,76,INFLOW,1994,12,23,12-23-1994,19941223 0000,745,,CFS
MIL,D,76,INFLOW,1994,12,24,12-24-1994,19941223 0000,745,,CFS
MIL,D,76,INFLOW,1994,12,25,12-25-1994,19941224 0000,1383,,CFS
MIL,D,76,INFLOW,1994,12,26,12-26-1994,19941226 0000,1503,,CFS
MIL,D,76,INFLOW,1994,12,27,12-27-1994,19941227 0000,,,CFS
MIL,D,76,INFLOW,1994,12,28,12-28-1994,19941228 0000,,,CFS
MIL,D,76,INFLOW,1994,12,29,12-29-1994,19941229 0000,192,,CFS
MIL,D,76,INFLOW,1994,12,30,12-30-1994,19941229 0000,192,,CFS
MIL,D,76,INFLOW,1994,12,31,12-31-1994,19941231 0000,,,CFS
MIL,D,76,INFLOW,1995,1,1,01-01-1995,19950101 0000,,,CFS
MIL,D,76,INFLOW,1995,1,2,01-02-1995,19950102 0000,,,CFS
MIL,D,76,INFLOW,1995,1,3,01-03-1995,19950103 0000,,,CFS
MIL,D,76,INFLOW,1995,1,4,01-04-1995,19950104 0000,1559,,CFS
MIL,D,76,INFLOW,1995,1,5,01-05-1995,19950104 0000,1559,,CFS
MIL,D,76,INFLOW,1995,1,6,01-06-1995,19950105 0000,3062,,CFS
MIL,D,76,INFLOW,1995,1,7,01-07-1995,19950107 0000,,,CFS
MIL,D,76,INFLOW,1995,1,8,01-08-1995,19950108 0000,2217,,CFS
MIL,D,76,INFLOW,1995,1,9,01-09-1995,19950109 0000,1901,,CFS
MIL,D,76,INFLOW,1995,1,10,01-10-1995,19950109 0000,1901,,CFS
MIL,D,76,INFLOW,1995,1,11,01-11-1995,19950110 0000,5224,,CFS
MIL,D,76,INFLOW,1995,1,12,01-12-1995,19950111 0000,6379,,CFS
MIL,D,76,INFLOW,1995,1,13,01-13-1995,19950112 0000,3535,,CFS
MIL,D,76,INFLOW,1995,1,14,01-14-1995,19950114 0000,,,CFS
MIL,D,76,INFLOW,1995,1,15,01-15-1995,19950115 0000,,,CFS
MIL,D,76,INFLOW,1995,1,16,01-16-1995,19950116 0000,3376,,CFS
MIL,D,76,INFLOW,1995,1,17,01-17-1995,19950117 0000,2710,,CFS
MIL,D,76,INFLOW,1995,1,18,01-18-1995,19950117 0000,2710,,CFS
MIL,D,76,INFLOW,1995,1,19,01-19-1995,19950118 0000,2750,,CFS
MIL,D,76,INFLOW,1995,1,20,01-20-1995,19950119 0000,2744,,CFS
MIL,D,76,INFLOW,1995,1,21,01-21-1995,19950120 0000,2885,,CFS
MIL,D,76,INFLOW,1995,1,22,01-22-1995,19950121 0000,2667,,CFS
MIL,D,76,INFLOW,1995,1,23,01-23-1995,19950122 0000,2651,,CFS
MIL,D,76,INFLOW,1995,1,24,01-24-1995,19950123 0000,4096,,CFS
MIL,D,76,INFLOW,1995,1,25,01-25-1995,19950124 0000,4683,,CFS
MIL,D,76,INFLOW,1995,1,26,01-26-1995,19950125 0000,4756,,CFS
MIL,D,76,INFLOW,1995,1,27,01-27-1995,19950127 0000,3749,,CFS
MIL,D,76,INFLOW,1995,1,28,01-28-1995,19950128 0000,3535,,CFS
MIL,D,76,INFLOW,1995,1,29,01-29-1995,19950128 0000,3535,,CFS
MIL,D,76,INFLOW,1995,1,30,01-30-1995,19950129 0000,3321,,CFS
MIL,D,76,INFLOW,1995,1,31,01-31-1995,19950130 0000,3080,,CFS
MIL,D,76,INFLOW,1995,2,1,02-01-1995,19950201 0000,2767,,CFS
MIL,D,76,INFLOW,1995,2,2,02-02-1995,19950201 0000,2767,,CFS
MIL,D,76,INFLOW,1995,2,3,02-03-1995,19950202 0000,2783,,CFS
MIL,D,76,INFLOW,1995,2,4,02-04-1995,19950204 0000,,,CFS
MIL,D,76,INFLOW,1995,2,5,02-05-1995,19950205 0000,3002,,CFS
MIL,D,76,INFLOW,1995,2,6,02-06-1995,19950206 0000,3304,,CFS
MIL,D,76,INFLOW,1995,2,7,02-07-1995,19950206 0000,3304,,CFS
MIL,D,76,INFLOW,1995,2,8,02-08-1995,19950207 0000,2992,,CFS
MIL,D,76,INFLOW,1995,2,9,02-09-1995,19950209 0000,,,CFS
MIL,D,76,INFLOW,1995,2,10,02-10-1995,19950210 0000,,,CFS
MIL,D,76,INFLOW,1995,2,11,02-11-1995,19950211 0000,,,CFS
MIL,D,76,INFLOW,1995,2,12,02-12-1995,19950212 0000,2750,,CFS
MIL,D,76,INFLOW,1995,2,13,02-13-1995,19950213 0000,,,CFS
MIL,D,76,INFLOW,1995,2,14,02-14-1995,19950214 0000,,,CFS
MIL,D,76,INFLOW,1995,2,15,02-15-1995,19950215 0000,3772,,CFS
MIL,D,76,INFLOW,1995,2,16,02-16-1995,19950215 0000,3772,,CFS
MIL,D,76,INFLOW,1995,2,17,02-17-1995,19950216 0000,3123,,CFS
MIL,D,76,INFLOW,1995,2,18,02-18-1995,19950218 0000,,,CFS
MIL,D,76,INFLOW,1995,2,19,02-19-1995,19950219 0000,,,CFS
MIL,D,76,INFLOW,1995,2,20,02-20-1995,19950220 0000,2716,,CFS
MIL,D,76,INFLOW,1995,2,21,02-21-1995,19950220 0000,2716,,CFS
MIL,D,76,INFLOW,1995,2,22,02-22-1995,19950222 0000,3190,,CFS
MIL,D,76,INFLOW,1995,2,23,02-23-1995,19950222 0000,3190,,CFS
MIL,D,76,INFLOW,1995,2,24,02-24-1995,19950223 0000,2981,,CFS
MIL,D,76,INFLOW,1995,2,25,02-25-1995,19950224 0000,2822,,CFS
MIL,D,76,INFLOW,1995,2,26,02-26-1995,19950226 0000,2986,,CFS
MIL,D,76,INFLOW,1995,2,27,02-27-1995,19950226 0000,2986,,CFS
MIL,D,76,INFLOW,1995,2,28,02-28-1995,19950227 0000,3077,,CFS
MIL,D,76,INFLOW,1995,3,1,03-01-1995,19950301 0000,2976,,CFS
MIL,D,76,INFLOW,1995,3,2,03-02-1995,19950301 0000,2976,,CFS
MIL,D,76,INFLOW,1995,3,3,03-03-1995,19950303 0000,4170,,CFS
MIL,D,76,INFLOW,1995,3,4,03-04-1995,19950303 0000,4170,,CFS
MIL,D,76,INFLOW,1995,3,5,03-05-1995,19950304 0000,4421,,CFS
MIL,D,76,INFLOW,1995,3,6,03-06-1995,19950305 0000,3939,,CFS
MIL,D,76,INFLOW,1995,3,7,03-07-1995,19950306 0000,3512,,CFS
MIL,D,76,INFLOW,1995,3,8,03-08-1995,19950307 0000,3990,,CFS
MIL,D,76,INFLOW,1995,3,9,03-09-1995,19950308 0000,3838,,CFS
MIL,D,76,INFLOW,1995,3,10,03-10-1995,19950309 0000,4987,,CFS
MIL,D,76,INFLOW,1995,3,11,03-11-1995,19950310 0000,23548,,CFS
MIL,D,76,INFLOW,1995,3,12,03-12-1995,19950312 0000,9615,,CFS
MIL,D,76,INFLOW,1995,3,13,03-13-1995,19950313 0000,6884,,CFS
MIL,D,76,INFLOW,1995,3,14,03-14-1995,19950313 0000,6884,,CFS
MIL,D,76,INFLOW,1995,3,15,03-15-1995,19950314 0000,5545,,CFS
MIL,D,76,INFLOW,1995,3,16,03-16-1995,19950316 0000,5311,,CFS
MIL,D,76,INFLOW,1995,3,17,03-17-1995,19950316 0000,5311,,CFS
MIL,D,76,INFLOW,1995,3,18,03-18-1995,19950318 0000,5333,,CFS
MIL,D,76,INFLOW,1995,3,19,03-19-1995,19950318 0000,5333,,CFS
MIL,D,76,INFLOW,1995,3,20,03-20-1995,19950319 0000,5235,,CFS
MIL,D,76,INFLOW,1995,3,21,03-21-1995,19950320 0000,5537,,CFS
MIL,D,76,INFLOW,1995,3,22,03-22-1995,19950321 0000,7542,,CFS
MIL,D,76,INFLOW,1995,3,23,03-23-1995,19950322 0000,7676,,CFS
MIL,D,76,INFLOW,1995,3,24,03-24-1995,19950323 0000,10269,,CFS
MIL,D,76,INFLOW,1995,3,25,03-25-1995,19950324 0000,7565,,CFS
MIL,D,76,INFLOW,1995,3,26,03-26-1995,19950326 0000,6882,,CFS
MIL,D,76,INFLOW,1995,3,27,03-27-1995,19950326 0000,6882,,CFS
MIL,D,76,INFLOW,1995,3,28,03-28-1995,19950327 0000,6588,,CFS
MIL,D,76,INFLOW,1995,3,29,03-29-1995,19950328 0000,6144,,CFS
MIL,D,76,INFLOW,1995,3,30,03-30-1995,19950329 0000,5892,,CFS
MIL,D,76,INFLOW,1995,3,31,03-31-1995,19950330 0000,5638,,CFS
MIL,D,76,INFLOW,1995,4,1,04-01-1995,19950401 0000,5282,,CFS
MIL,D,76,INFLOW,1995,4,2,04-02-1995,19950402 0000,5145,,CFS
MIL,D,76,INFLOW,1995,4,3,04-03-1995,19950403 0000,5524,,CFS
MIL,D,76,INFLOW,1995,4,4,04-04-1995,19950404 0000,5232,,CFS
MIL,D,76,INFLOW,1995,4,5,04-05-1995,19950405 0000,5916,,CFS
MIL,D,76,INFLOW,1995,4,6,04-06-1995,19950406 0000,6209,,CFS
MIL,D,76,INFLOW,1995,4,7,04-07-1995,19950407 0000,6191,,CFS
MIL,D,76,INFLOW,1995,4,8,04-08-1995,19950408 0000,6178,,CFS
MIL,D,76,INFLOW,1995,4,9,04-09-1995,19950409 0000,5845,,CFS
MIL,D,76,INFLOW,1995,4,10,04-10-1995,19950410 0000,5515,,CFS
MIL,D,76,INFLOW,1995,4,11,04-11-1995,19950411 0000,5307,,CFS
MIL,D,76,INFLOW,1995,4,12,04-12-1995,19950412 0000,5891,,CFS
MIL,D,76,INFLOW,1995,4,13,04-13-1995,19950413 0000,6093,,CFS
MIL,D,76,INFLOW,1995,4,14,04-14-1995,19950414 0000,6208,,CFS
MIL,D,76,INFLOW,1995,4,15,04-15-1995,19950415 0000,5566,,CFS
MIL,D,76,INFLOW,1995,4,16,04-16-1995,19950416 0000,5036,,CFS
MIL,D,76,INFLOW,1995,4,17,04-17-1995,19950417 0000,4750,,CFS
MIL,D,76,INFLOW,1995,4,18,04-18-1995,19950418 0000,4340,,CFS
MIL,D,76,INFLOW,1995,4,19,04-19-1995,19950419 0000,4100,,CFS
MIL,D,76,INFLOW,1995,4,20,04-20-1995,19950420 0000,4175,,CFS
MIL,D,76,INFLOW,1995,4,21,04-21-1995,19950421 0000,,,CFS
MIL,D,76,INFLOW,1995,4,22,04-22-1995,19950422 0000,,,CFS
MIL,D,76,INFLOW,1995,4,23,04-23-1995,19950423 0000,4206,,CFS
MIL,D,76,INFLOW,1995,4,24,04-24-1995,19950424 0000,3704,,CFS
MIL,D,76,INFLOW,1995,4,25,04-25-1995,19950425 0000,4372,,CFS
MIL,D,76,INFLOW,1995,4,26,04-26-1995,19950426 0000,5192,,CFS
MIL,D,76,INFLOW,1995,4,27,04-27-1995,19950427 0000,6849,,CFS
MIL,D,76,INFLOW,1995,4,28,04-28-1995,19950428 0000,,,CFS
MIL,D,76,INFLOW,1995,4,29,04-29-1995,19950429 0000,,,CFS
MIL,D,76,INFLOW,1995,4,30,04-30-1995,19950430 0000,20855,,CFS
MIL,D,76,INFLOW,1995,5,1,05-01-1995,19950501 0000,16279,,CFS
MIL,D,76,INFLOW,1995,5,2,05-02-1995,19950502 0000,14375,,CFS
MIL,D,76,INFLOW,1995,5,3,05-03-1995,19950503 0000,10546,,CFS
MIL,D,76,INFLOW,1995,5,4,05-04-1995,19950504 0000,9862,,CFS
MIL,D,76,INFLOW,1995,5,5,05-05-1995,19950505 0000,10066,,CFS
MIL,D,76,INFLOW,1995,5,6,05-06-1995,19950506 0000,,,CFS
MIL,D,76,INFLOW,1995,5,7,05-07-1995,19950507 0000,7702,,CFS
MIL,D,76,INFLOW,1995,5,8,05-08-1995,19950508 0000,7225,,CFS
MIL,D,76,INFLOW,1995,5,9,05-09-1995,19950509 0000,6760,,CFS
MIL,D,76,INFLOW,1995,5,10,05-10-1995,19950510 0000,7413,,CFS
MIL,D,76,INFLOW,1995,5,11,05-11-1995,19950511 0000,8179,,CFS
MIL,D,76,INFLOW,1995,5,12,05-12-1995,19950512 0000,8633,,CFS
MIL,D,76,INFLOW,1995,5,13,05-13-1995,19950513 0000,8834,,CFS
MIL,D,76,INFLOW,1995,5,14,05-14-1995,19950514 0000,-19210,,CFS
MIL,D,76,INFLOW,1995,5,15,05-15-1995,19950515 0000,6640,,CFS
MIL,D,76,INFLOW,1995,5,16,05-16-1995,19950516 0000,6343,,CFS
MIL,D,76,INFLOW,1995,5,17,05-17-1995,19950517 0000,6345,,CFS
MIL,D,76,INFLOW,1995,5,18,05-18-1995,19950518 0000,6293,,CFS
MIL,D,76,INFLOW,1995,5,19,05-19-1995,19950519 0000,8004,,CFS
MIL,D,76,INFLOW,1995,5,20,05-20-1995,19950520 0000,10131,,CFS
MIL,D,76,INFLOW,1995,5,21,05-21-1995,19950521 0000,11363,,CFS
MIL,D,76,INFLOW,1995,5,22,05-22-1995,19950522 0000,11008,,CFS
MIL,D,76,INFLOW,1995,5,23,05-23-1995,19950523 0000,10174,,CFS
MIL,D,76,INFLOW,1995,5,24,05-24-1995,19950524 0000,9222,,CFS
MIL,D,76,INFLOW,1995,5,25,05-25-1995,19950525 0000,8839,,CFS
MIL,D,76,INFLOW,1995,5,26,05-26-1995,19950526 0000,7718,,CFS
MIL,D,76,INFLOW,1995,5,27,05-27-1995,19950527 0000,8599,,CFS
MIL,D,76,INFLOW,1995,5,28,05-28-1995,19950528 0000,10309,,CFS
MIL,D,76,INFLOW,1995,5,29,05-29-1995,19950529 0000,10835,,CFS
MIL,D,76,INFLOW,1995,5,30,05-30-1995,19950530 0000,11695,,CFS
MIL,D,76,INFLOW,1995,5,31,05-31-1995,19950531 0000,12371,,CFS
MIL,D,76,INFLOW,1995,6,1,06-01-1995,19950601 0000,13855,,CFS
MIL,D,76,INFLOW,1995,6,2,06-02-1995,19950602 0000,12811,,CFS
MIL,D,76,INFLOW,1995,6,3,06-03-1995,19950603 0000,,,CFS
MIL,D,76,INFLOW,1995,6,4,06-04-1995,19950604 0000,13668,,CFS
MIL,D,76,INFLOW,1995,6,5,06-05-1995,19950605 0000,15122,,CFS
MIL,D,76,INFLOW,1995,6,6,06-06-1995,19950606 0000,12540,,CFS
MIL,D,76,INFLOW,1995,6,7,06-07-1995,19950607 0000,9489,,CFS
MIL,D,76,INFLOW,1995,6,8,06-08-1995,19950608 0000,8277,,CFS
MIL,D,76,INFLOW,1995,6,9,06-09-1995,19950609 0000,7283,,CFS
MIL,D,76,INFLOW,1995,6,10,06-10-1995,19950610 0000,7932,,CFS
MIL,D,76,INFLOW,1995,6,11,06-11-1995,19950611 0000,10775,,CFS
MIL,D,76,INFLOW,1995,6,12,06-12-1995,19950612 0000,12089,,CFS
MIL,D,76,INFLOW,1995,6,13,06-13-1995,19950613 0000,13362,,CFS
MIL,D,76,INFLOW,1995,6,14,06-14-1995,19950614 0000,12936,,CFS
MIL,D,76,INFLOW,1995,6,15,06-15-1995,19950615 0000,11389,,CFS
MIL,D,76,INFLOW,1995,6,16,06-16-1995,19950616 0000,10771,,CFS
MIL,D,76,INFLOW,1995,6,17,06-17-1995,19950617 0000,,,CFS
MIL,D,76,INFLOW,1995,6,18,06-18-1995,19950618 0000,7696,,CFS
MIL,D,76,INFLOW,1995,6,19,06-19-1995,19950619 0000,8493,,CFS
MIL,D,76,INFLOW,1995,6,20,06-20-1995,19950620 0000,8999,,CFS
MIL,D,76,INFLOW,1995,6,21,06-21-1995,19950621 0000,9060,,CFS
MIL,D,76,INFLOW,1995,6,22,06-22-1995,19950622 0000,9254,,CFS
MIL,D,76,INFLOW,1995,6,23,06-23-1995,19950623 0000,11116,,CFS
MIL,D,76,INFLOW,1995,6,24,06-24-1995,19950624 0000,,,CFS
MIL,D,76,INFLOW,1995,6,25,06-25-1995,19950625 0000,13644,,CFS
MIL,D,76,INFLOW,1995,6,26,06-26-1995,19950626 0000,14038,,CFS
MIL,D,76,INFLOW,1995,6,27,06-27-1995,19950627 0000,15277,,CFS
MIL,D,76,INFLOW,1995,6,28,06-28-1995,19950628 0000,16453,,CFS
MIL,D,76,INFLOW,1995,6,29,06-29-1995,19950629 0000,16736,,CFS
MIL,D,76,INFLOW,1995,6,30,06-30-1995,19950630 0000,15802,,CFS
MIL,D,76,INFLOW,1995,7,1,07-01-1995,19950701 0000,14618,,CFS
MIL,D,76,INFLOW,1995,7,2,07-02-1995,19950702 0000,14175,,CFS
MIL,D,76,INFLOW,1995,7,3,07-03-1995,19950703 0000,13742,,CFS
MIL,D,76,INFLOW,1995,7,4,07-04-1995,19950704 0000,14470,,CFS
MIL,D,76,INFLOW,1995,7,5,07-05-1995,19950705 0000,14643,,CFS
MIL,D,76,INFLOW,1995,7,6,07-06-1995,19950706 0000,15910,,CFS
MIL,D,76,INFLOW,1995,7,7,07-07-1995,19950707 0000,,,CFS
MIL,D,76,INFLOW,1995,7,8,07-08-1995,19950708 0000,14359,,CFS
MIL,D,76,INFLOW,1995,7,9,07-09-1995,19950709 0000,16683,,CFS
MIL,D,76,INFLOW,1995,7,10,07-10-1995,19950710 0000,,,CFS
MIL,D,76,INFLOW,1995,7,11,07-11-1995,19950711 0000,14995,,CFS
MIL,D,76,INFLOW,1995,7,12,07-12-1995,19950712 0000,11155,,CFS
MIL,D,76,INFLOW,1995,7,13,07-13-1995,19950713 0000,9732,,CFS
MIL,D,76,INFLOW,1995,7,14,07-14-1995,19950714 0000,9179,,CFS
MIL,D,76,INFLOW,1995,7,15,07-15-1995,19950715 0000,9565,,CFS
MIL,D,76,INFLOW,1995,7,16,07-16-1995,19950716 0000,11102,,CFS
MIL,D,76,INFLOW,1995,7,17,07-17-1995,19950717 0000,11721,,CFS
MIL,D,76,INFLOW,1995,7,18,07-18-1995,19950718 0000,13247,,CFS
MIL,D,76,INFLOW,1995,7,19,07-19-1995,19950719 0000,11175,,CFS
MIL,D,76,INFLOW,1995,7,20,07-20-1995,19950720 0000,9901,,CFS
MIL,D,76,INFLOW,1995,7,21,07-21-1995,19950721 0000,8867,,CFS
MIL,D,76,INFLOW,1995,7,22,07-22-1995,19950722 0000,8406,,CFS
MIL,D,76,INFLOW,1995,7,23,07-23-1995,19950723 0000,8574,,CFS
MIL,D,76,INFLOW,1995,7,24,07-24-1995,19950724 0000,7626,,CFS
MIL,D,76,INFLOW,1995,7,25,07-25-1995,19950725 0000,7494,,CFS
MIL,D,76,INFLOW,1995,7,26,07-26-1995,19950726 0000,7651,,CFS
MIL,D,76,INFLOW,1995,7,27,07-27-1995,19950727 0000,7865,,CFS
MIL,D,76,INFLOW,1995,7,28,07-28-1995,19950728 0000,,,CFS
MIL,D,76,INFLOW,1995,7,29,07-29-1995,19950729 0000,8812,,CFS
MIL,D,76,INFLOW,1995,7,30,07-30-1995,19950730 0000,,,CFS
MIL,D,76,INFLOW,1995,7,31,07-31-1995,19950731 0000,9436,,CFS
MIL,D,76,INFLOW,1995,8,1,08-01-1995,19950801 0000,7764,,CFS
MIL,D,76,INFLOW,1995,8,2,08-02-1995,19950802 0000,6804,,CFS
MIL,D,76,INFLOW,1995,8,3,08-03-1995,19950803 0000,6985,,CFS
MIL,D,76,INFLOW,1995,8,4,08-04-1995,19950804 0000,6564,,CFS
MIL,D,76,INFLOW,1995,8,5,08-05-1995,19950805 0000,5166,,CFS
MIL,D,76,INFLOW,1995,8,6,08-06-1995,19950806 0000,5832,,CFS
MIL,D,76,INFLOW,1995,8,7,08-07-1995,19950807 0000,6185,,CFS
MIL,D,76,INFLOW,1995,8,8,08-08-1995,19950808 0000,4525,,CFS
MIL,D,76,INFLOW,1995,8,9,08-09-1995,19950809 0000,4345,,CFS
MIL,D,76,INFLOW,1995,8,10,08-10-1995,19950810 0000,,,CFS
MIL,D,76,INFLOW,1995,8,11,08-11-1995,19950811 0000,,,CFS
MIL,D,76,INFLOW,1995,8,12,08-12-1995,19950812 0000,,,CFS
MIL,D,76,INFLOW,1995,8,13,08-13-1995,19950813 0000,3738,,CFS
MIL,D,76,INFLOW,1995,8,14,08-14-1995,19950814 0000,3388,,CFS
MIL,D,76,INFLOW,1995,8,15,08-15-1995,19950815 0000,2486,,CFS
MIL,D,76,INFLOW,1995,8,16,08-16-1995,19950816 0000,,,CFS
MIL,D,76,INFLOW,1995,8,17,08-17-1995,19950817 0000,3533,,CFS
MIL,D,76,INFLOW,1995,8,18,08-18-1995,19950818 0000,,,CFS
MIL,D,76,INFLOW,1995,8,19,08-19-1995,19950819 0000,3346,,CFS
MIL,D,76,INFLOW,1995,8,20,08-20-1995,19950820 0000,3196,,CFS
MIL,D,76,INFLOW,1995,8,21,08-21-1995,19950821 0000,3218,,CFS
